,YEAR,MONTH,DAY,HOUR,CNT
52545,2020,12,29,12,37
52559,2020,12,29,13,33
52569,2020,12,29,14,21
52577,2020,12,29,15,36
52591,2020,12,29,16,26
52599,2020,12,29,17,3
52994,2020,12,30,8,74
53022,2020,12,30,9,67
53054,2020,12,30,10,85
53087,2020,12,30,11,65
53113,2020,12,30,12,50
53132,2020,12,30,13,25
53148,2020,12,30,14,37
53160,2020,12,30,15,32
53175,2020,12,30,16,26
53180,2020,12,30,17,18
53473,2020,12,31,8,114
53522,2020,12,31,9,70
53546,2020,12,31,10,60
53565,2020,12,31,11,66
53588,2020,12,31,12,39
53600,2020,12,31,13,14
53606,2020,12,31,14,40
53618,2020,12,31,15,45
53632,2020,12,31,16,26
53947,2021,1,4,8,230
54055,2021,1,4,9,132
54106,2021,1,4,10,76
54133,2021,1,4,11,57
54161,2021,1,4,12,49
54173,2021,1,4,13,48
54193,2021,1,4,14,76
54219,2021,1,4,15,82
54244,2021,1,4,16,62
54759,2021,1,5,8,162
54828,2021,1,5,9,94
54867,2021,1,5,10,138
54922,2021,1,5,11,98
54955,2021,1,5,12,41
54970,2021,1,5,13,22
54977,2021,1,5,14,31
54986,2021,1,5,15,64
55008,2021,1,5,16,25
55434,2021,1,6,8,113
55492,2021,1,6,9,45
55510,2021,1,6,10,131
55557,2021,1,6,11,67
55582,2021,1,6,12,82
55615,2021,1,6,13,49
55637,2021,1,6,14,60
55665,2021,1,6,15,37
55676,2021,1,6,16,24
56042,2021,1,7,8,171
56114,2021,1,7,9,116
56162,2021,1,7,10,82
56190,2021,1,7,11,89
56219,2021,1,7,12,35
56232,2021,1,7,13,30
56241,2021,1,7,14,49
56259,2021,1,7,15,37
56269,2021,1,7,16,32
56683,2021,1,8,8,154
56741,2021,1,8,9,72
56776,2021,1,8,10,81
56807,2021,1,8,11,62
56825,2021,1,8,12,34
56835,2021,1,8,13,8
56836,2021,1,8,14,39
56849,2021,1,8,15,35
56861,2021,1,8,16,33
56873,2021,1,8,17,7
57208,2021,1,11,8,221
57302,2021,1,11,9,165
57366,2021,1,11,10,70
57393,2021,1,11,11,82
57425,2021,1,11,12,41
57443,2021,1,11,13,28
57452,2021,1,11,14,57
57471,2021,1,11,15,48
57485,2021,1,11,16,67
57510,2021,1,11,17,6
57993,2021,1,12,8,163
58060,2021,1,12,9,114
58105,2021,1,12,10,94
58132,2021,1,12,11,88
58162,2021,1,12,12,41
58180,2021,1,12,13,10
58183,2021,1,12,14,50
58196,2021,1,12,15,60
58216,2021,1,12,16,37
58650,2021,1,13,8,17
58658,2021,1,13,9,27
58672,2021,1,13,10,5
58674,2021,1,13,11,76
58701,2021,1,13,12,50
58720,2021,1,13,13,22
58727,2021,1,13,14,41
58741,2021,1,13,15,22
58747,2021,1,13,16,39
58762,2021,1,13,17,3
58952,2021,1,14,8,234
59057,2021,1,14,9,66
59087,2021,1,14,10,57
59106,2021,1,14,11,71
59126,2021,1,14,12,72
59152,2021,1,14,13,38
59171,2021,1,14,14,57
59192,2021,1,14,15,30
59201,2021,1,14,16,16
59206,2021,1,14,17,10
59603,2021,1,15,8,113
59656,2021,1,15,9,66
59684,2021,1,15,10,109
59720,2021,1,15,11,60
59744,2021,1,15,12,63
59767,2021,1,15,13,15
59773,2021,1,15,14,20
59779,2021,1,15,15,35
59793,2021,1,15,16,27
59803,2021,1,15,17,16
60127,2021,1,18,8,184
60202,2021,1,18,9,210
60283,2021,1,18,10,97
60312,2021,1,18,11,84
60343,2021,1,18,12,54
60363,2021,1,18,13,33
60374,2021,1,18,14,47
60391,2021,1,18,15,54
60410,2021,1,18,16,66
60428,2021,1,18,17,3
60959,2021,1,19,8,121
61012,2021,1,19,9,104
61053,2021,1,19,10,90
61088,2021,1,19,11,63
61114,2021,1,19,12,58
61131,2021,1,19,13,26
61137,2021,1,19,14,33
61144,2021,1,19,15,63
61160,2021,1,19,16,38
61555,2021,1,20,8,115
61603,2021,1,20,9,65
61628,2021,1,20,10,92
61663,2021,1,20,11,74
61689,2021,1,20,12,60
61709,2021,1,20,13,48
61731,2021,1,20,14,44
61747,2021,1,20,15,19
61756,2021,1,20,16,34
61766,2021,1,20,17,3
62109,2021,1,21,8,234
62211,2021,1,21,9,90
62246,2021,1,21,10,83
62280,2021,1,21,11,86
62312,2021,1,21,12,52
62330,2021,1,21,13,38
62343,2021,1,21,14,51
62360,2021,1,21,15,43
62377,2021,1,21,16,26
62384,2021,1,21,17,3
62815,2021,1,22,8,99
62852,2021,1,22,9,70
62880,2021,1,22,10,51
62901,2021,1,22,11,40
62917,2021,1,22,12,39
62928,2021,1,22,13,25
62938,2021,1,22,14,30
62949,2021,1,22,15,55
62966,2021,1,22,16,38
63262,2021,1,25,8,182
63351,2021,1,25,9,154
63415,2021,1,25,10,71
63438,2021,1,25,11,83
63473,2021,1,25,12,65
63501,2021,1,25,13,21
63511,2021,1,25,14,71
63538,2021,1,25,15,28
63548,2021,1,25,16,60
63564,2021,1,25,17,6
64003,2021,1,26,8,140
64060,2021,1,26,9,136
64109,2021,1,26,10,113
64145,2021,1,26,11,67
64166,2021,1,26,12,46
64180,2021,1,26,13,37
64193,2021,1,26,14,28
64203,2021,1,26,15,54
64221,2021,1,26,16,36
64234,2021,1,26,17,8
64668,2021,1,27,8,107
64711,2021,1,27,9,86
64749,2021,1,27,10,74
64781,2021,1,27,11,76
64807,2021,1,27,12,60
64832,2021,1,27,13,52
64850,2021,1,27,14,36
64864,2021,1,27,15,41
64881,2021,1,27,16,11
64886,2021,1,27,17,2
65213,2021,1,28,8,103
65256,2021,1,28,9,124
65305,2021,1,28,10,82
65329,2021,1,28,11,68
65355,2021,1,28,12,51
65375,2021,1,28,13,25
65385,2021,1,28,14,61
65406,2021,1,28,15,33
65416,2021,1,28,16,37
65797,2021,1,29,8,92
65832,2021,1,29,9,108
65870,2021,1,29,10,57
65892,2021,1,29,11,53
65908,2021,1,29,12,41
65924,2021,1,29,13,15
65929,2021,1,29,14,54
65952,2021,1,29,15,48
65970,2021,1,29,16,31
66296,2021,2,1,8,59
66324,2021,2,1,9,162
66399,2021,2,1,10,89
66434,2021,2,1,11,37
66451,2021,2,1,12,57
66472,2021,2,1,13,27
66480,2021,2,1,14,72
66501,2021,2,1,15,46
66510,2021,2,1,16,37
66523,2021,2,1,17,9
66891,2021,2,2,8,188
66963,2021,2,2,9,121
67009,2021,2,2,10,127
67053,2021,2,2,11,107
67083,2021,2,2,12,55
67101,2021,2,2,13,29
67110,2021,2,2,14,36
67123,2021,2,2,15,55
67138,2021,2,2,16,42
67154,2021,2,2,17,3
67654,2021,2,3,8,100
67700,2021,2,3,9,134
67750,2021,2,3,10,105
67788,2021,2,3,11,7
67791,2021,2,3,15,20
67798,2021,2,3,16,20
67807,2021,2,3,17,7
68047,2021,2,4,8,79
68080,2021,2,4,9,113
68119,2021,2,4,10,61
68143,2021,2,4,11,74
68164,2021,2,4,12,42
68177,2021,2,4,13,39
68190,2021,2,4,14,50
68207,2021,2,4,15,63
68225,2021,2,4,16,34
68602,2021,2,5,8,136
68655,2021,2,5,9,97
68691,2021,2,5,10,60
68715,2021,2,5,11,53
68733,2021,2,5,12,39
68745,2021,2,5,13,24
68755,2021,2,5,14,10
68760,2021,2,5,15,26
68769,2021,2,5,16,33
69080,2021,2,8,8,171
69161,2021,2,8,9,184
69236,2021,2,8,10,95
69275,2021,2,8,11,68
69302,2021,2,8,12,48
69319,2021,2,8,13,42
69339,2021,2,8,14,80
69366,2021,2,8,15,74
69384,2021,2,8,16,57
69619,2021,2,8,17,3
69902,2021,2,9,8,128
69951,2021,2,9,9,110
69995,2021,2,9,10,78
70022,2021,2,9,11,78
70045,2021,2,9,12,49
70060,2021,2,9,13,55
70079,2021,2,9,14,36
70091,2021,2,9,15,19
70097,2021,2,9,16,38
70493,2021,2,10,8,89
70529,2021,2,10,9,50
70547,2021,2,10,10,46
70561,2021,2,10,11,106
70597,2021,2,10,12,62
70622,2021,2,10,13,36
70636,2021,2,10,14,69
70660,2021,2,10,15,27
70670,2021,2,10,16,31
70677,2021,2,10,17,5
71014,2021,2,15,8,206
71109,2021,2,15,9,196
71187,2021,2,15,10,108
71231,2021,2,15,11,85
71263,2021,2,15,12,63
71282,2021,2,15,13,55
71304,2021,2,15,14,62
71326,2021,2,15,15,34
71338,2021,2,15,16,44
71350,2021,2,15,17,9
71876,2021,2,16,8,144
71932,2021,2,16,9,115
71978,2021,2,16,10,170
72038,2021,2,16,11,116
72074,2021,2,16,12,68
72098,2021,2,16,13,35
72109,2021,2,16,14,43
72123,2021,2,16,15,47
72137,2021,2,16,16,37
72151,2021,2,16,17,3
72654,2021,2,17,8,76
72692,2021,2,17,9,100
72731,2021,2,17,10,60
72755,2021,2,17,11,74
72779,2021,2,17,12,90
72818,2021,2,17,13,65
72844,2021,2,17,14,46
72859,2021,2,17,15,30
72870,2021,2,17,16,43
72883,2021,2,17,17,10
73248,2021,2,18,8,179
73318,2021,2,18,9,130
73369,2021,2,18,10,121
73408,2021,2,18,11,80
73435,2021,2,18,12,27
73442,2021,2,18,13,27
73454,2021,2,18,14,37
73469,2021,2,18,15,31
73480,2021,2,18,16,36
73494,2021,2,18,17,10
73926,2021,2,19,8,108
73974,2021,2,19,9,75
74002,2021,2,19,10,81
74034,2021,2,19,11,31
74044,2021,2,19,12,45
74061,2021,2,19,13,27
74072,2021,2,19,14,40
74087,2021,2,19,15,41
74099,2021,2,19,16,23
74229,2021,2,19,17,2
74399,2021,2,22,8,199
74483,2021,2,22,9,189
74556,2021,2,22,10,101
74601,2021,2,22,11,51
74623,2021,2,22,12,47
74642,2021,2,22,13,32
74655,2021,2,22,14,76
74685,2021,2,22,15,61
74705,2021,2,22,16,47
75202,2021,2,23,8,94
75236,2021,2,23,9,144
75281,2021,2,23,10,68
75302,2021,2,23,11,78
75325,2021,2,23,12,53
75341,2021,2,23,13,27
75349,2021,2,23,14,54
75369,2021,2,23,15,78
75393,2021,2,23,16,38
75836,2021,2,24,8,87
75865,2021,2,24,9,93
75903,2021,2,24,10,66
75929,2021,2,24,11,73
75958,2021,2,24,12,40
75972,2021,2,24,13,31
75988,2021,2,24,14,49
76004,2021,2,24,15,60
76026,2021,2,24,16,49
76043,2021,2,24,17,5
76389,2021,2,25,8,119
76450,2021,2,25,9,122
76503,2021,2,25,10,53
76524,2021,2,25,11,67
76547,2021,2,25,12,51
76567,2021,2,25,13,43
76582,2021,2,25,14,40
76595,2021,2,25,15,41
76604,2021,2,25,16,42
76618,2021,2,25,17,11
76978,2021,2,26,8,119
77034,2021,2,26,9,85
77067,2021,2,26,10,69
77091,2021,2,26,11,58
77114,2021,2,26,12,22
77119,2021,2,26,13,21
77125,2021,2,26,14,53
77143,2021,2,26,15,24
77154,2021,2,26,16,26
77161,2021,2,26,17,8
77463,2021,3,2,8,221
77564,2021,3,2,9,186
77636,2021,3,2,10,85
77666,2021,3,2,11,91
77695,2021,3,2,12,100
77723,2021,3,2,13,54
77744,2021,3,2,14,53
77763,2021,3,2,15,69
77783,2021,3,2,16,34
77795,2021,3,2,17,8
78364,2021,3,3,8,127
78421,2021,3,3,9,106
78459,2021,3,3,10,79
78490,2021,3,3,11,62
78509,2021,3,3,12,77
78535,2021,3,3,13,45
78553,2021,3,3,14,44
78568,2021,3,3,15,82
78595,2021,3,3,16,25
79011,2021,3,4,8,139
79078,2021,3,4,9,191
79157,2021,3,4,10,86
79189,2021,3,4,11,88
79223,2021,3,4,12,58
79246,2021,3,4,13,25
79257,2021,3,4,14,56
79271,2021,3,4,15,46
79283,2021,3,4,16,31
79292,2021,3,4,17,13
79744,2021,3,5,8,137
79804,2021,3,5,9,100
79840,2021,3,5,10,73
79867,2021,3,5,11,61
79890,2021,3,5,12,53
79905,2021,3,5,13,27
79916,2021,3,5,14,27
79923,2021,3,5,15,36
79934,2021,3,5,16,36
79945,2021,3,5,17,3
80297,2021,3,8,8,201
80379,2021,3,8,9,146
80444,2021,3,8,10,94
80472,2021,3,8,11,68
80495,2021,3,8,12,50
80517,2021,3,8,13,41
80532,2021,3,8,14,70
80560,2021,3,8,15,62
80577,2021,3,8,16,66
80595,2021,3,8,17,10
81105,2021,3,9,8,159
81172,2021,3,9,9,107
81219,2021,3,9,10,81
81251,2021,3,9,11,63
81274,2021,3,9,12,52
81291,2021,3,9,13,52
81306,2021,3,9,14,47
81324,2021,3,9,15,44
81341,2021,3,9,16,37
81352,2021,3,9,17,13
81760,2021,3,10,8,113
81808,2021,3,10,9,75
81832,2021,3,10,10,73
81861,2021,3,10,11,91
81889,2021,3,10,12,74
81919,2021,3,10,13,54
81941,2021,3,10,14,50
81963,2021,3,10,15,56
81983,2021,3,10,16,39
81993,2021,3,10,17,3
82388,2021,3,11,8,141
82439,2021,3,11,9,119
82486,2021,3,11,10,83
82516,2021,3,11,11,67
82539,2021,3,11,12,68
82558,2021,3,11,13,34
82571,2021,3,11,14,50
82588,2021,3,11,15,62
82602,2021,3,11,16,47
82619,2021,3,11,17,6
83065,2021,3,12,8,94
83109,2021,3,12,9,97
83149,2021,3,12,10,104
83184,2021,3,12,11,87
83210,2021,3,12,12,28
83220,2021,3,12,13,25
83229,2021,3,12,14,75
83260,2021,3,12,15,61
83278,2021,3,12,16,51
83473,2021,3,12,17,2
83689,2021,3,15,8,192
83770,2021,3,15,9,178
83843,2021,3,15,10,126
83892,2021,3,15,11,91
83928,2021,3,15,12,81
83963,2021,3,15,13,60
83986,2021,3,15,14,82
84011,2021,3,15,15,106
84043,2021,3,15,16,96
84070,2021,3,15,17,20
84721,2021,3,16,8,154
84784,2021,3,16,9,122
84836,2021,3,16,10,110
84875,2021,3,16,11,95
84908,2021,3,16,12,38
84924,2021,3,16,13,38
84938,2021,3,16,14,49
84952,2021,3,16,15,56
84970,2021,3,16,16,27
84980,2021,3,16,17,5
85415,2021,3,17,8,83
85441,2021,3,17,9,96
85482,2021,3,17,10,77
85511,2021,3,17,11,94
85545,2021,3,17,12,58
85569,2021,3,17,13,31
85585,2021,3,17,14,84
85618,2021,3,17,15,31
85627,2021,3,17,16,34
86003,2021,3,18,8,212
86090,2021,3,18,9,118
86138,2021,3,18,10,50
86160,2021,3,18,11,55
86182,2021,3,18,12,39
86197,2021,3,18,13,36
86209,2021,3,18,14,37
86221,2021,3,18,15,66
86240,2021,3,18,16,48
86254,2021,3,18,17,6
86670,2021,3,19,8,107
86716,2021,3,19,9,85
86751,2021,3,19,10,102
86788,2021,3,19,11,46
86804,2021,3,19,12,25
86813,2021,3,19,13,28
86825,2021,3,19,14,58
86848,2021,3,19,15,46
86862,2021,3,19,16,20
87186,2021,3,19,17,1
87188,2021,3,22,8,199
87275,2021,3,22,9,122
87332,2021,3,22,10,83
87367,2021,3,22,11,50
87383,2021,3,22,12,46
87402,2021,3,22,13,33
87417,2021,3,22,14,70
87444,2021,3,22,15,79
87471,2021,3,22,16,60
87492,2021,3,22,17,6
87936,2021,3,23,8,153
87997,2021,3,23,9,107
88037,2021,3,23,10,100
88076,2021,3,23,11,103
88111,2021,3,23,12,57
88126,2021,3,23,13,34
88138,2021,3,23,14,53
88158,2021,3,23,15,58
88171,2021,3,23,16,60
88191,2021,3,23,17,6
88667,2021,3,24,8,123
88721,2021,3,24,9,99
88764,2021,3,24,10,101
88800,2021,3,24,11,65
88820,2021,3,24,12,56
88839,2021,3,24,13,36
88854,2021,3,24,14,37
88867,2021,3,24,15,45
88881,2021,3,24,16,47
88894,2021,3,24,17,3
89279,2021,3,25,8,111
89334,2021,3,25,9,161
89401,2021,3,25,10,51
89417,2021,3,25,11,72
89442,2021,3,25,12,66
89464,2021,3,25,13,28
89476,2021,3,25,14,36
89485,2021,3,25,15,54
89498,2021,3,25,16,39
89509,2021,3,25,17,10
89907,2021,3,26,8,175
89975,2021,3,26,9,93
90019,2021,3,26,10,86
90056,2021,3,26,11,45
90072,2021,3,26,12,34
90085,2021,3,26,13,12
90089,2021,3,26,14,71
90112,2021,3,26,15,40
90128,2021,3,26,16,44
90140,2021,3,26,17,5
90512,2021,3,29,8,237
90621,2021,3,29,9,199
90706,2021,3,29,10,95
90750,2021,3,29,11,123
90794,2021,3,29,12,41
90812,2021,3,29,13,46
90832,2021,3,29,14,45
90848,2021,3,29,15,90
90875,2021,3,29,16,110
90903,2021,3,29,17,12
91510,2021,3,30,8,159
91578,2021,3,30,9,91
91615,2021,3,30,10,91
91648,2021,3,30,11,96
91681,2021,3,30,12,50
91700,2021,3,30,13,13
91704,2021,3,30,14,35
91713,2021,3,30,15,66
91729,2021,3,30,16,41
91742,2021,3,30,17,4
92156,2021,3,31,8,62
92178,2021,3,31,11,46
92194,2021,3,31,12,39
92209,2021,3,31,13,56
92236,2021,3,31,14,41
92249,2021,3,31,15,68
92273,2021,3,31,16,28
92281,2021,3,31,17,8
92504,2021,4,1,8,186
92585,2021,4,1,9,161
92639,2021,4,1,10,84
92668,2021,4,1,11,55
92684,2021,4,1,12,56
92708,2021,4,1,13,19
92716,2021,4,1,14,66
92734,2021,4,1,15,52
92747,2021,4,1,16,50
93233,2021,4,2,8,141
93295,2021,4,2,9,61
93322,2021,4,2,10,87
93347,2021,4,2,11,49
93362,2021,4,2,12,42
93382,2021,4,2,13,24
93393,2021,4,2,14,45
93405,2021,4,2,15,64
93426,2021,4,2,16,16
93762,2021,4,5,8,232
93862,2021,4,5,9,130
93915,2021,4,5,10,112
93969,2021,4,5,11,90
94004,2021,4,5,12,67
94026,2021,4,5,13,45
94041,2021,4,5,14,41
94056,2021,4,5,16,57
94074,2021,4,5,17,11
94547,2021,4,6,8,148
94607,2021,4,6,9,134
94655,2021,4,6,10,83
94683,2021,4,6,11,75
94712,2021,4,6,12,53
94729,2021,4,6,13,20
94734,2021,4,6,14,50
94748,2021,4,6,15,77
94767,2021,4,6,16,63
95020,2021,4,6,17,1
95251,2021,4,7,8,163
95324,2021,4,7,9,92
95357,2021,4,7,10,119
95399,2021,4,7,11,109
95441,2021,4,7,12,45
95461,2021,4,7,13,67
95491,2021,4,7,14,85
95521,2021,4,7,15,45
95536,2021,4,7,16,48
95551,2021,4,7,17,4
96028,2021,4,8,8,138
96078,2021,4,8,9,159
96131,2021,4,8,10,67
96155,2021,4,8,11,75
96180,2021,4,8,12,85
96210,2021,4,8,13,33
96224,2021,4,8,14,26
96233,2021,4,8,15,52
96249,2021,4,8,16,60
96263,2021,4,8,17,8
96731,2021,4,9,8,106
96772,2021,4,9,9,80
96805,2021,4,9,10,58
96830,2021,4,9,11,58
96847,2021,4,9,12,22
96854,2021,4,9,13,35
96867,2021,4,9,14,44
96881,2021,4,9,15,37
96892,2021,4,9,16,34
96902,2021,4,9,17,1
97206,2021,4,12,8,214
97305,2021,4,12,9,122
97357,2021,4,12,10,157
97405,2021,4,12,11,111
97456,2021,4,12,12,57
97482,2021,4,12,13,45
97502,2021,4,12,14,65
97525,2021,4,12,15,59
97537,2021,4,12,16,58
97555,2021,4,12,17,5
98099,2021,4,13,8,177
98172,2021,4,13,9,134
98231,2021,4,13,10,103
98279,2021,4,13,11,70
98306,2021,4,13,12,50
98323,2021,4,13,13,42
98340,2021,4,13,14,60
98361,2021,4,13,15,83
98387,2021,4,13,16,62
98880,2021,4,14,8,110
98930,2021,4,14,9,118
98969,2021,4,14,10,94
99010,2021,4,14,11,67
99035,2021,4,14,12,70
99060,2021,4,14,13,44
99077,2021,4,14,14,47
99092,2021,4,14,15,51
99107,2021,4,14,16,50
99118,2021,4,14,17,14
99545,2021,4,15,8,179
99615,2021,4,15,9,138
99666,2021,4,15,10,80
99695,2021,4,15,11,78
99722,2021,4,15,12,64
99745,2021,4,15,13,25
99758,2021,4,15,14,56
99775,2021,4,15,15,50
99792,2021,4,15,16,20
99799,2021,4,15,17,5
100240,2021,4,16,8,168
100314,2021,4,16,9,110
100354,2021,4,16,10,84
100395,2021,4,16,11,87
100424,2021,4,16,12,50
100441,2021,4,16,13,51
100458,2021,4,16,14,37
100470,2021,4,16,15,20
100477,2021,4,16,16,27
100489,2021,4,16,17,2
100876,2021,4,19,8,205
100968,2021,4,19,9,161
101032,2021,4,19,10,120
101079,2021,4,19,11,58
101103,2021,4,19,12,44
101123,2021,4,19,13,39
101140,2021,4,19,14,81
101169,2021,4,19,15,85
101200,2021,4,19,16,37
101211,2021,4,19,17,9
101715,2021,4,20,8,163
101783,2021,4,20,9,130
101838,2021,4,20,10,65
101861,2021,4,20,11,64
101885,2021,4,20,12,61
101912,2021,4,20,13,27
101922,2021,4,20,14,55
101936,2021,4,20,15,53
101951,2021,4,20,16,49
102138,2021,4,20,17,2
102384,2021,4,21,8,113
102423,2021,4,21,9,92
102463,2021,4,21,10,120
102507,2021,4,21,11,62
102530,2021,4,21,12,46
102547,2021,4,21,13,26
102560,2021,4,21,14,46
102580,2021,4,21,15,61
102594,2021,4,21,16,54
102609,2021,4,21,17,10
103014,2021,4,22,8,189
103094,2021,4,22,9,186
103165,2021,4,22,10,81
103194,2021,4,22,11,54
103212,2021,4,22,12,40
103229,2021,4,22,13,40
103243,2021,4,22,14,71
103263,2021,4,22,15,68
103282,2021,4,22,16,33
103776,2021,4,22,17,1
103777,2021,4,23,8,144
103848,2021,4,23,9,74
103882,2021,4,23,10,80
103914,2021,4,23,11,48
103936,2021,4,23,12,28
103949,2021,4,23,13,46
103962,2021,4,23,14,36
103976,2021,4,23,15,51
103991,2021,4,23,16,26
103999,2021,4,23,17,3
104313,2021,4,26,8,165
104385,2021,4,26,9,188
104463,2021,4,26,10,130
104510,2021,4,26,11,36
104527,2021,4,26,12,72
104554,2021,4,26,13,49
104577,2021,4,26,14,68
104597,2021,4,26,15,91
104624,2021,4,26,16,53
104643,2021,4,26,17,5
105170,2021,4,27,8,147
105233,2021,4,27,9,120
105277,2021,4,27,10,90
105310,2021,4,27,11,78
105332,2021,4,27,12,51
105348,2021,4,27,13,21
105356,2021,4,27,14,52
105373,2021,4,27,15,72
105395,2021,4,27,16,52
105853,2021,4,28,8,138
105914,2021,4,28,9,121
105971,2021,4,28,10,111
106007,2021,4,28,11,67
106028,2021,4,28,12,50
106047,2021,4,28,13,27
106058,2021,4,28,14,56
106075,2021,4,28,15,29
106085,2021,4,28,16,36
106096,2021,4,28,17,7
106495,2021,4,29,8,201
106583,2021,4,29,9,136
106640,2021,4,29,10,69
106663,2021,4,29,11,43
106682,2021,4,29,12,55
106704,2021,4,29,13,38
106716,2021,4,29,14,44
106732,2021,4,29,15,36
106741,2021,4,29,16,25
106749,2021,4,29,17,3
107145,2021,4,30,8,147
107210,2021,4,30,9,107
107255,2021,4,30,10,78
107290,2021,4,30,11,65
107311,2021,4,30,12,32
107323,2021,4,30,13,30
107335,2021,4,30,14,31
107345,2021,4,30,15,15
107351,2021,4,30,16,22
107359,2021,4,30,17,7
107679,2021,5,3,8,255
107802,2021,5,3,9,314
107930,2021,5,3,10,136
107984,2021,5,3,11,62
108011,2021,5,3,12,50
108032,2021,5,3,13,67
108059,2021,5,3,14,70
108086,2021,5,3,15,86
108113,2021,5,3,16,81
108139,2021,5,3,17,6
108806,2021,5,4,8,165
108881,2021,5,4,9,159
108939,2021,5,4,10,89
108973,2021,5,4,11,75
108993,2021,5,4,12,52
109010,2021,5,4,13,21
109017,2021,5,4,14,65
109038,2021,5,4,15,38
109048,2021,5,4,16,55
109122,2021,5,4,17,3
109528,2021,5,6,8,192
109596,2021,5,6,9,176
109664,2021,5,6,10,112
109709,2021,5,6,11,59
109729,2021,5,6,12,51
109745,2021,5,6,13,58
109765,2021,5,6,14,64
109786,2021,5,6,15,35
109800,2021,5,6,16,28
110303,2021,5,7,8,173
110375,2021,5,7,9,87
110408,2021,5,7,10,98
110441,2021,5,7,11,75
110467,2021,5,7,12,41
110481,2021,5,7,13,29
110492,2021,5,7,14,44
110503,2021,5,7,15,40
110514,2021,5,7,16,47
110725,2021,5,7,17,2
110939,2021,5,10,8,232
111035,2021,5,10,9,249
111144,2021,5,10,10,127
111192,2021,5,10,11,53
111212,2021,5,10,12,62
111241,2021,5,10,13,45
111264,2021,5,10,14,65
111291,2021,5,10,15,67
111313,2021,5,10,16,75
111334,2021,5,10,17,7
111921,2021,5,11,8,188
111995,2021,5,11,9,176
112061,2021,5,11,10,117
112104,2021,5,11,11,71
112133,2021,5,11,12,41
112144,2021,5,11,13,58
112168,2021,5,11,14,47
112183,2021,5,11,15,80
112208,2021,5,11,16,49
112222,2021,5,11,17,13
112761,2021,5,12,8,95
112808,2021,5,12,9,150
112876,2021,5,12,10,123
112925,2021,5,12,11,106
112965,2021,5,12,12,74
112988,2021,5,12,13,41
113006,2021,5,12,14,73
113031,2021,5,12,15,30
113041,2021,5,12,16,32
113485,2021,5,13,8,158
113547,2021,5,13,9,129
113595,2021,5,13,10,148
113653,2021,5,13,11,88
113683,2021,5,13,12,20
113690,2021,5,13,13,41
113706,2021,5,13,14,41
113719,2021,5,13,15,69
113735,2021,5,13,16,35
114214,2021,5,14,8,202
114292,2021,5,14,9,137
114352,2021,5,14,10,94
114379,2021,5,14,11,75
114407,2021,5,14,12,44
114419,2021,5,14,13,30
114432,2021,5,14,14,44
114444,2021,5,14,15,42
114459,2021,5,14,16,19
114464,2021,5,14,17,8
114909,2021,5,17,8,216
115000,2021,5,17,9,150
115063,2021,5,17,10,108
115104,2021,5,17,11,50
115126,2021,5,17,12,67
115147,2021,5,17,13,58
115166,2021,5,17,14,98
115203,2021,5,17,15,85
115235,2021,5,17,16,87
115258,2021,5,17,17,1
115829,2021,5,18,8,165
115900,2021,5,18,9,169
115960,2021,5,18,10,77
115988,2021,5,18,11,58
116002,2021,5,18,12,36
116017,2021,5,18,13,31
116025,2021,5,18,14,60
116043,2021,5,18,15,85
116072,2021,5,18,16,34
116082,2021,5,18,17,3
116547,2021,5,20,8,169
116610,2021,5,20,9,140
116670,2021,5,20,10,92
116701,2021,5,20,11,61
116719,2021,5,20,12,60
116740,2021,5,20,13,36
116753,2021,5,20,14,90
116789,2021,5,20,15,69
116807,2021,5,20,16,30
116815,2021,5,20,17,5
117299,2021,5,21,8,125
